product,date,malfunction,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature9,active,month,Day_of_week,max_date,failure_before
S1F0,2015-06-01,0,128832128,56,0,52,6,409404,0,7,13046400000000000,6,7,2015-06-01,0
S1F0,2015-11-05,0,115676688,0,0,0,5,689161,0,0,26611200000000000,11,3,2015-11-05,0
S1F0,2015-06-01,0,7441792,0,3,0,6,404786,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-02,0,182622184,0,0,0,12,259460,0,0,28944000000000000,12,2,2015-12-02,0
S1F0,2015-06-01,0,185424928,0,0,0,6,412151,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-08,0,187540048,0,0,0,19,339283,0,3,29462400000000000,12,1,2015-12-08,0
S1F0,2015-06-01,0,21103248,0,0,41,6,415259,0,1,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-04,0,6252720,0,0,0,8,426706,0,0,29116800000000000,12,4,2015-12-04,0
S1F0,2015-12-01,0,156754936,0,0,1,19,506684,16,3,28857600000000000,12,1,2015-12-01,1
S1F0,2015-12-08,0,43254744,0,1,0,16,348302,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-06-01,0,94706136,0,323,9,9,409747,0,164,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,26603600,0,0,0,7,390654,0,1,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-03,0,46007056,0,0,0,2,242345,0,8,29030400000000000,12,3,2015-12-03,0
S1F0,2015-06-01,0,136441184,0,266,1,6,401421,0,2270,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,159834440,1664,0,236,11,302362,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,172600768,168,2,521,3,382898,0,3,13046400000000000,6,7,2015-06-01,0
S1F0,2015-11-05,0,165689192,0,0,0,8,660135,0,0,26611200000000000,11,3,2015-11-05,0
S1F0,2015-06-01,0,80572208,5160,14,1074,11,249515,0,21,13046400000000000,6,7,2015-06-01,0
S1F0,2015-11-05,0,14443880,0,0,0,8,687901,0,0,26611200000000000,11,3,2015-11-05,0
S1F0,2015-06-01,0,27854680,0,0,0,9,397022,0,5,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,240395944,0,0,0,9,413828,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,105791424,0,0,12,14,299488,0,5,13046400000000000,6,7,2015-06-01,0
S1F0,2015-11-05,0,96638896,0,0,0,8,684180,0,0,26611200000000000,11,3,2015-11-05,0
S1F0,2015-06-01,0,128409368,0,0,0,9,391079,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,142338720,0,0,23,14,324388,0,8,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,92888672,0,0,6,4,397246,0,2,13046400000000000,6,7,2015-06-01,0
S1F0,2015-05-01,0,13723560,0,0,0,8,263330,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-12-07,0,1695096,56,0,0,8,268930,0,0,29376000000000000,12,7,2015-12-07,1
S1F0,2015-12-08,0,210127608,0,0,0,7,266049,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-06-01,0,150330472,0,0,4,7,398507,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-03,0,242170056,0,9,0,17,344321,0,145,29030400000000000,12,3,2015-12-03,0
S1F0,2015-04-01,0,243217648,392,24929,529,3,339302,0,10137,7776000000000000,4,2,2015-04-01,0
S1F0,2015-06-01,0,239542904,2096,0,57,4,368417,16,65,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,37478248,0,0,0,7,401237,0,51,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,154108728,0,0,8,6,388125,0,1,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,93145616,0,0,7,3,391523,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,174852160,0,14,0,3,401869,0,255,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,99992296,0,0,2,3,380528,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,226201352,0,0,7,4,389939,0,57,13046400000000000,6,7,2015-06-01,0
S1F0,2015-05-01,0,201934440,392,0,0,4,341352,0,1,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,12164440,512,0,0,5,335898,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,56574384,936,0,3,4,335893,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-06-01,0,101294976,1960,0,12,5,378070,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,109998416,168,0,0,4,385347,0,1,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,33245424,0,0,0,2,400318,0,3,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-04,0,131608080,0,0,0,9,426668,0,0,29116800000000000,12,4,2015-12-04,0
S1F0,2015-05-01,0,16377144,0,1,0,4,330296,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,120628960,760,3,2,4,338658,0,6,10368000000000000,5,4,2015-05-01,0
S1F0,2015-12-07,0,203177400,2000,0,3,7,412285,0,2,29376000000000000,12,7,2015-12-07,1
S1F0,2015-05-01,0,97346208,8392,0,7,3,306534,0,4,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,234536728,360,0,0,3,343127,0,2,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,120147432,0,0,0,4,335846,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,54685112,8,1,8,4,342560,0,1,10368000000000000,5,4,2015-05-01,0
S1F0,2015-12-09,0,84177744,0,0,0,8,434124,0,1,29548800000000000,12,2,2015-12-09,0
S1F0,2015-12-09,0,113286168,8480,0,0,10,444297,128,0,29548800000000000,12,2,2015-12-09,0
S1F0,2015-05-01,0,204758432,504,0,3,4,346599,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,34553776,21944,0,331,4,257578,8,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,8996352,1400,0,0,4,320362,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,116995064,136,3,6,4,336505,48,5,10368000000000000,5,4,2015-05-01,0
S1F0,2015-12-08,0,161529800,0,0,6,6,263005,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-12-10,0,136120504,0,0,0,8,413844,0,2,29635200000000000,12,3,2015-12-10,0
S1F0,2015-12-10,0,120904408,0,0,0,5,361203,0,0,29635200000000000,12,3,2015-12-10,0
S1F0,2015-12-03,0,237192160,0,0,0,6,237272,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-05-01,0,211600464,360,0,1,4,307903,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,97159912,8688,382,7,4,332141,0,1864,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,148618360,104,0,0,4,338482,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,71843000,0,0,0,4,355703,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-07-01,1,184069720,528,0,4,9,387871,32,3,15638400000000000,7,2,2015-07-01,0
S1F0,2015-05-01,0,108810208,192,0,0,4,341737,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,151849744,816,0,0,4,345714,0,1,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,115474568,0,0,0,4,349659,312,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,70446616,520,0,3,4,337879,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-12-10,0,135617320,3272,0,6,8,421928,0,0,29635200000000000,12,3,2015-12-10,0
S1F0,2015-05-01,0,233795744,1248,1326,4,5,320962,0,898,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,25699656,376,0,0,4,324430,0,9,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,214991784,0,0,0,4,342613,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,210357704,6360,0,1,4,288607,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-12-05,0,126964144,0,0,0,6,282567,0,0,29203200000000000,12,5,2015-12-05,0
S1F0,2015-12-02,0,204249320,0,0,39,12,462175,0,0,28944000000000000,12,2,2015-12-02,1
S1F0,2015-12-10,0,121469480,0,0,0,10,337476,0,0,29635200000000000,12,3,2015-12-10,0
S1F0,2015-12-08,0,152965760,0,0,0,17,280086,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-12-10,0,94847480,0,0,0,11,343176,0,0,29635200000000000,12,3,2015-12-10,0
S1F0,2015-12-02,0,164556224,0,0,0,11,240176,0,0,28944000000000000,12,2,2015-12-02,0
S1F0,2015-12-04,0,21188816,0,0,0,10,250973,0,3,29116800000000000,12,4,2015-12-04,1
S1F0,2015-12-03,0,45705128,0,0,0,10,316499,0,2,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-10,0,137779704,0,0,0,11,295087,0,0,29635200000000000,12,3,2015-12-10,0
S1F0,2015-12-10,0,202153888,0,0,0,11,340378,0,0,29635200000000000,12,3,2015-12-10,0
S1F0,2015-12-03,0,147981600,0,0,0,14,318559,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-08,0,67549288,0,0,0,92,251014,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-12-09,0,199795608,0,0,0,8,319614,0,0,29548800000000000,12,2,2015-12-09,0
S1F0,2015-12-03,0,40887816,0,0,0,12,317327,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-08,0,197290416,0,0,0,70,251293,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-12-10,0,2608168,6304,0,6,10,339302,0,0,29635200000000000,12,3,2015-12-10,0
S1F0,2015-12-01,0,25235112,64736,0,0,11,192179,0,2,28857600000000000,12,1,2015-12-01,1
S1F0,2015-12-08,0,210410776,0,0,0,62,218001,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-12-10,0,7164736,0,0,0,11,343955,0,0,29635200000000000,12,3,2015-12-10,0
S1F0,2015-12-08,0,146916488,0,0,0,58,251222,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-12-08,0,176230640,0,0,0,63,253359,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-12-03,0,138591582,80,0,147,9,229593,0,0,29030400000000000,12,3,2015-12-03,1
S1F0,2015-12-04,0,149122792,0,0,0,65,244683,0,0,29116800000000000,12,4,2015-12-04,1
S1F0,2015-12-05,0,197541584,0,0,0,90,249366,0,0,29203200000000000,12,5,2015-12-05,1
S1F0,2015-12-07,1,236544080,0,0,0,9,264594,0,0,29376000000000000,12,7,2015-12-07,0
S1F0,2015-12-10,0,163346512,0,0,0,10,336390,0,9,29635200000000000,12,3,2015-12-10,0
S1F0,2015-12-08,0,49948680,0,0,0,92,248881,0,1,29462400000000000,12,1,2015-12-08,0
S1F0,2015-12-08,0,149690904,0,0,0,67,253080,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-12-05,0,244098144,0,0,0,12,256747,0,0,29203200000000000,12,5,2015-12-05,1
S1F0,2015-12-07,0,238322848,0,0,21,91,251720,0,0,29376000000000000,12,7,2015-12-07,1
S1F0,2015-12-08,0,74559392,0,5,6,95,252816,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-12-10,0,103552688,0,0,0,9,333475,0,0,29635200000000000,12,3,2015-12-10,0
S1F0,2015-12-03,0,103729368,0,0,0,35,305857,0,2,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-03,0,63503800,0,0,0,7,223881,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-07,1,9995856,0,0,0,8,270087,0,0,29376000000000000,12,7,2015-12-07,0
S1F0,2015-12-03,0,64631744,0,0,0,58,244376,0,0,29030400000000000,12,3,2015-12-03,1
S1F0,2015-12-09,0,203424256,0,0,0,8,319244,16,0,29548800000000000,12,2,2015-12-09,1
S1F0,2015-12-09,0,169490248,0,0,30,42,387368,0,14,29548800000000000,12,2,2015-12-09,0
S1F0,2015-12-03,0,59288152,0,0,0,14,315268,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-10,0,179067664,0,0,0,11,338007,0,0,29635200000000000,12,3,2015-12-10,0
S1F0,2015-12-03,0,92698752,0,0,0,37,302393,0,3,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-05,0,105276520,0,0,0,7,312326,0,0,29203200000000000,12,5,2015-12-05,1
S1F0,2015-05-01,0,50708640,0,0,0,6,211149,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-12-08,0,98585032,0,0,0,8,331760,0,7,29462400000000000,12,1,2015-12-08,0
S1F0,2015-12-10,0,137561840,0,0,0,12,535362,0,0,29635200000000000,12,3,2015-12-10,0
S1F0,2015-05-01,0,53479192,0,0,0,6,211816,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-12-10,0,38979048,0,0,0,12,550740,0,0,29635200000000000,12,3,2015-12-10,0
S1F0,2015-12-08,0,178472104,0,0,0,7,323551,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-06-01,0,60030768,0,0,0,17,221999,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-05-01,0,201974816,0,0,0,6,184107,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-12-01,0,224240872,0,0,1,11,461757,0,0,28857600000000000,12,1,2015-12-01,1
S1F0,2015-12-04,0,71797976,352,0,0,8,218972,0,0,29116800000000000,12,4,2015-12-04,1
S1F0,2015-12-07,0,147000704,184,0,1,6,331547,0,0,29376000000000000,12,7,2015-12-07,1
S1F0,2015-12-03,0,13430776,0,0,49,13,467260,0,0,29030400000000000,12,3,2015-12-03,1
S1F0,2015-12-08,0,171418288,0,0,0,6,331315,0,4,29462400000000000,12,1,2015-12-08,0
S1F0,2015-06-01,0,156558384,17408,0,1,15,184512,0,4,13046400000000000,6,7,2015-06-01,0
S1F0,2015-05-01,0,21613272,0,0,0,7,205038,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,199189208,0,0,0,7,211758,0,1,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,152490864,0,0,0,7,211725,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-06-01,0,223063984,0,0,26,16,197805,0,4,13046400000000000,6,7,2015-06-01,0
S1F0,2015-05-01,0,7333128,0,0,0,5,206114,0,5,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,221793288,1152,0,6,8,203833,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-05-01,0,53602488,0,1,14,6,211941,0,2,10368000000000000,5,4,2015-05-01,0
S1F0,2015-06-01,0,61984704,0,0,0,11,201526,0,4,13046400000000000,6,7,2015-06-01,0
S1F0,2015-05-01,0,27125960,0,0,0,8,206788,0,0,10368000000000000,5,4,2015-05-01,0
S1F0,2015-12-03,0,65242712,0,0,8,9,169543,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-08,0,222459704,0,0,6,60,251487,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-12-05,0,241562368,0,0,0,4,420237,0,0,29203200000000000,12,5,2015-12-05,0
S1F0,2015-12-02,0,140236784,0,0,0,2,269283,0,0,28944000000000000,12,2,2015-12-02,0
S1F0,2015-12-02,0,45550312,0,0,0,4,275623,0,0,28944000000000000,12,2,2015-12-02,0
S1F0,2015-12-01,0,49137600,0,0,0,8,255693,0,1,28857600000000000,12,1,2015-12-01,1
S1F0,2015-12-03,0,85130152,0,0,0,6,244030,0,1,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-08,0,121987208,0,0,0,8,290114,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-12-02,0,161129128,0,0,0,12,270501,0,98,28944000000000000,12,2,2015-12-02,0
S1F0,2015-06-01,0,90348264,0,0,20,10,203723,0,4,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-02,0,135686952,0,0,0,6,263881,0,0,28944000000000000,12,2,2015-12-02,0
S1F0,2015-12-02,0,105323240,0,0,0,5,269936,0,2,28944000000000000,12,2,2015-12-02,0
S1F0,2015-12-02,0,67335664,0,0,0,12,272785,0,0,28944000000000000,12,2,2015-12-02,0
S1F0,2015-12-05,0,220482696,0,0,0,8,268225,0,0,29203200000000000,12,5,2015-12-05,1
S1F0,2015-12-02,0,44191632,0,0,0,12,263616,0,0,28944000000000000,12,2,2015-12-02,0
S1F0,2015-12-02,0,83617576,0,0,0,6,275385,0,0,28944000000000000,12,2,2015-12-02,0
S1F0,2015-12-03,0,176532616,0,0,0,7,238663,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-03,0,208769072,0,0,0,6,247508,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-02,0,239912632,0,0,0,6,263567,0,1,28944000000000000,12,2,2015-12-02,0
S1F0,2015-12-03,0,229227840,0,0,0,7,246019,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-07-01,0,13326392,0,0,0,8,380445,0,0,15638400000000000,7,2,2015-07-01,0
S1F0,2015-12-05,0,202790776,0,0,30,12,227454,0,1,29203200000000000,12,5,2015-12-05,1
S1F0,2015-06-01,0,25538648,0,0,0,9,221463,0,2,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-05,0,222754232,0,0,0,7,217049,0,0,29203200000000000,12,5,2015-12-05,0
S1F0,2015-06-01,0,40266248,0,0,0,17,220799,0,2,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,194569936,0,0,0,8,193307,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,199199576,0,0,9,8,187342,0,1,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-03,0,5195872,0,0,0,6,246849,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-06-01,0,84047008,0,0,0,6,199886,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-03,0,34919864,0,0,0,12,227939,0,2,29030400000000000,12,3,2015-12-03,0
S1F0,2015-06-01,0,42541240,0,0,0,17,221819,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,143568744,0,0,0,12,188244,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,45017616,0,0,6,8,204280,0,1,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,205139392,0,0,0,8,190058,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,221355984,0,0,0,6,192978,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,108542752,0,0,0,9,177932,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,82607904,0,0,0,16,221455,0,2,13046400000000000,6,7,2015-06-01,0
S1F0,2015-11-05,0,108158136,0,0,22,13,175601,0,0,26611200000000000,11,3,2015-11-05,0
S1F0,2015-06-01,0,28049256,0,0,0,17,219619,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-03,0,76094776,0,0,0,6,246379,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-03,0,112505632,0,0,0,13,244513,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-06-01,0,153997360,0,2,0,13,188354,0,2794,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,219549832,0,0,13,9,193947,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,90488080,0,0,2,10,221863,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-08,0,13328904,0,0,0,6,249995,0,6,29462400000000000,12,1,2015-12-08,0
S1F0,2015-12-01,0,16815584,0,0,9,7,222119,16,0,28857600000000000,12,1,2015-12-01,1
S1F0,2015-12-02,0,90897776,0,5,0,11,275263,0,2,28944000000000000,12,2,2015-12-02,0
S1F0,2015-12-03,0,48456984,0,0,0,13,243824,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-06-01,0,35507008,0,0,0,11,194244,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,165411664,0,0,0,8,200671,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-02,0,223132680,0,2,0,5,274966,0,1,28944000000000000,12,2,2015-12-02,0
S1F0,2015-12-02,0,230774312,0,1,0,5,263463,0,0,28944000000000000,12,2,2015-12-02,0
S1F0,2015-12-02,0,159608680,0,0,0,5,274824,0,5,28944000000000000,12,2,2015-12-02,0
S1F0,2015-12-02,0,8812160,3848,0,17,6,274691,0,2,28944000000000000,12,2,2015-12-02,0
S1F0,2015-11-05,0,236480408,0,0,0,12,198234,0,0,26611200000000000,11,3,2015-11-05,0
S1F0,2015-06-01,0,70730576,0,0,6,10,213474,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,238919600,0,0,0,11,220039,0,4,13046400000000000,6,7,2015-06-01,0
S1F0,2015-11-05,0,77556784,0,0,0,19,233741,0,3,26611200000000000,11,3,2015-11-05,0
S1F0,2015-12-03,0,105242200,0,0,0,9,203208,0,1,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-02,0,50516744,0,0,0,11,271404,0,0,28944000000000000,12,2,2015-12-02,0
S1F0,2015-06-01,0,159210128,0,0,1,16,218591,6,1,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,206377200,0,0,0,9,192568,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-11-05,0,48702968,0,0,0,9,216591,0,0,26611200000000000,11,3,2015-11-05,0
S1F0,2015-12-02,0,151068216,0,0,0,11,274860,0,0,28944000000000000,12,2,2015-12-02,0
S1F0,2015-06-01,0,156249560,0,0,0,17,220651,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-03,0,16365696,0,0,0,12,243754,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-03,0,122964064,0,0,0,6,243863,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-03,0,63149416,0,0,0,10,232514,0,1,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-03,0,240966856,0,0,0,6,247346,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-06-01,0,35688840,0,0,0,17,219609,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,240814784,0,0,0,10,219659,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,31531304,0,0,0,9,221610,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-03,0,123066752,0,0,0,8,246128,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-11-05,0,119409040,0,0,0,12,197153,0,0,26611200000000000,11,3,2015-11-05,0
S1F0,2015-11-05,0,28057400,0,0,0,11,201813,0,5,26611200000000000,11,3,2015-11-05,0
S1F0,2015-12-03,0,72770360,0,0,0,13,246582,0,1,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-03,0,135865408,0,0,0,12,248052,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-06-01,0,61724120,0,0,0,6,192745,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-12-03,0,179862368,0,0,0,7,212533,0,4,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-03,0,175468272,0,0,12,6,246678,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-12-08,0,126594360,0,0,0,9,241903,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-12-03,0,242718440,0,0,0,6,243127,0,0,29030400000000000,12,3,2015-12-03,0
S1F0,2015-06-01,0,122292088,0,0,6,16,220454,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,138489248,0,0,0,16,211279,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-07-01,0,148434224,0,0,0,7,388782,0,0,15638400000000000,7,2,2015-07-01,0
S1F0,2015-12-08,0,95029456,0,0,0,9,233945,0,0,29462400000000000,12,1,2015-12-08,0
S1F0,2015-06-01,0,140754528,0,0,27,11,218117,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-06-01,0,31707176,0,0,0,8,188271,0,0,13046400000000000,6,7,2015-06-01,0
S1F0,2015-07-01,0,75756568,0,0,0,9,334400,0,13,15638400000000000,7,2,2015-07-01,0
